Number of digits (n),Total Primitive Operations,Assignments,Comparisons,Additions,Subtractions,Multiplications,Divisions,Modulos,MethodCalls,Returns
6144,82932533,29328017,11905318,5517385,2206954,6620863,9698362,3310431,8827817,5517386
6145,82915961,29321513,11902471,5516575,2206630,6619891,9695839,3309945,8826521,5516576
6146,83033693,29362053,11918576,5524905,2209962,6629887,9708612,3314943,8839849,5524906
6147,82985217,29345966,11912385,5521200,2208480,6625441,9703903,3312720,8833921,5521201
6148,83121281,29392966,11931105,5530760,2212304,6636913,9718799,3318456,8849217,5530761
6149,83079053,29377649,11924764,5528125,2211250,6633751,9713512,3316875,8845001,5528126
6150,83240277,29434501,11947790,5538925,2215570,6646711,9732218,3323355,8862281,5538926
6151,83092645,29384247,11928018,5528215,2211286,6633859,9716730,3316929,8845145,5528216
6152,83167565,29409178,11937636,5533910,2213564,6640693,9724070,3320346,8854257,5533911
6153,83283293,29449376,11953720,5541940,2216776,6650329,9736942,3325164,8867105,5541941
6154,83233633,29432565,11947137,5538295,2215318,6645955,9731817,3322977,8861273,5538296
6155,83248365,29437984,11949404,5539180,2215672,6647017,9733730,3323508,8862689,5539181
6156,83299861,29455471,11956270,5542935,2217174,6651523,9739094,3325761,8868697,5542936
6157,83430665,29501634,11974979,5551680,2220672,6662017,9754305,3331008,8882689,5551681
6158,83414549,29495545,11972382,5550785,2220314,6660943,9752066,3330471,8881257,5550786
6159,83545361,29540524,11990229,5560070,2224028,6672085,9766199,3336042,8896113,5560071
6160,83322845,29464972,11960568,5543840,2217536,6652609,9743030,3326304,8870145,5543841
6161,83408737,29494575,11972337,5549905,2219962,6659887,9752373,3329943,8879849,5549906
6162,83458849,29512250,11979497,5553260,2221304,6663913,9758191,3331956,8885217,5553261
6163,83437473,29505093,11976721,5551655,2220662,6661987,9756057,3330993,8882649,5551656
6164,83523709,29533900,11987872,5558160,2223264,6669793,9764606,3334896,8893057,5558161
6165,83536101,29539304,11990394,5558520,2223408,6670225,9766984,3335112,8893633,5558521
6166,83494341,29525453,11985066,5555325,2222130,6666391,9762934,3333195,8888521,5555326
6167,83465605,29514957,11980698,5553565,2221426,6664279,9759270,3332139,8885705,5553566
6168,83530909,29538589,11990464,5557665,2223066,6669199,9767396,3334599,8892265,5557666
6169,83644177,29577601,12005965,5565675,2226270,6678811,9779693,3339405,8905081,5565676
6170,83602801,29563854,12000669,5562520,2225008,6675025,9775659,3337512,8900033,5562521
6171,83693569,29594949,12012969,5569015,2227606,6682819,9785361,3341409,8910425,5569016
6172,83689745,29593686,12012485,5568720,2227488,6682465,9784995,3341232,8909953,5568721
6173,83661625,29583080,12007967,5567150,2226860,6680581,9781105,3340290,8907441,5567151
6174,83748281,29614297,12020823,5572655,2229062,6687187,9791759,3343593,8916249,5572656
6175,83677201,29589647,12010973,5567705,2227082,6681247,9783889,3340623,8908329,5567706
6176,83802217,29632762,12028123,5576520,2230608,6691825,9797513,3345912,8922433,5576521
6177,83790957,29628848,12026556,5575740,2230296,6690889,9796258,3345444,8921185,5575741
6178,83820613,29639430,12030882,5577670,2231068,6693205,9799812,3346602,8924273,5577671
6179,83776905,29624539,12025019,5574505,2229802,6689407,9795215,3344703,8919209,5574506
6180,83757957,29618299,12022634,5573035,2229214,6687643,9793418,3343821,8916857,5573036
6181,83934969,29679712,12047183,5585350,2234140,6702421,9813041,3351210,8936561,5585351
6182,83822529,29641334,12032049,5577240,2230896,6692689,9801151,3346344,8923585,5577241
6183,83915873,29672463,12044081,5584305,2233722,6701167,9810357,3350583,8934889,5584306
6184,83961881,29690110,12051687,5586740,2234696,6704089,9816989,3352044,8938785,5586741
6185,83940105,29682731,12048795,5585145,2234058,6702175,9814735,3351087,8936233,5585146
6186,84013981,29706766,12057880,5591010,2236404,6709213,9821474,3354606,8945617,5591011
6187,83917777,29675527,12046093,5583345,2233338,6700015,9812753,3350007,8933353,5583346
6188,84027901,29711196,12059520,5592160,2236864,6710593,9822654,3355296,8947457,5592161
6189,84022525,29711632,12060448,5590740,2236296,6708889,9824150,3354444,8945185,5590741
6190,84073185,29729229,12067489,5594255,2237702,6713107,9829785,3356553,8950809,5594256
6191,84112869,29742031,12072290,5597455,2238982,6716947,9833306,3358473,8955929,5597456
6192,84087477,29733636,12069070,5595500,2238200,6714601,9830868,3357300,8952801,5595501
6193,83995033,29702319,12056799,5588725,2235490,6706471,9821307,3353235,8941961,5588726
6194,84196401,29772247,12084773,5602705,2241082,6723247,9843689,3361623,8964329,5602706
6195,84102125,29739981,12072020,5595945,2238378,6715135,9833640,3357567,8953513,5595946
6196,84196525,29771671,12084340,5602995,2241198,6723595,9843140,3361797,8964793,5602996
6197,84181201,29767936,12083365,5601210,2240484,6721453,9842879,3360726,8961937,5601211
6198,84271521,29798169,12095089,5607995,2243198,6729595,9851889,3364797,8972793,5607996
6199,84340981,29823021,12105270,5612485,2244994,6734983,9860274,3367491,8979977,5612486
6200,84226417,29783306,12089405,5604500,2241800,6725401,9847603,3362700,8967201,5604501
6201,84351225,29825756,12106095,5613570,2245428,6736285,9860665,3368142,8981713,5613571
6202,84383073,29837390,12110937,5615520,2246208,6738625,9864727,3369312,8984833,5615521
6203,84392569,29841742,12113023,5615700,2246280,6738841,9866741,3369420,8985121,5615701
6204,84363569,29831411,12108805,5613805,2245522,6736567,9863281,3368283,8982089,5613806
6205,84496281,29877109,12126959,5623195,2249278,6747835,9877679,3373917,8997113,5623196
6206,84373833,29834398,12109811,5614780,2245912,6737737,9863897,3368868,8983649,5614781
6207,84478697,29871881,12125155,5621575,2248630,6745891,9876523,3372945,8994521,5621576
6208,84485765,29874689,12126394,5621905,2248762,6746287,9877630,3373143,8995049,5621906
6209,84530745,29889578,12132111,5625360,2250144,6750433,9881965,3375216,9000577,5625361
6210,84490077,29876647,12127328,5621995,2248798,6746395,9878528,3373197,8995193,5621996
6211,84556269,29898523,12135716,5627095,2250838,6752515,9884876,3376257,9003353,5627096
6212,84623285,29922439,12145494,5631455,2252582,6757747,9892910,3378873,9010329,5631456
6213,84615661,29919826,12144460,5630910,2252364,6757093,9892094,3378546,9009457,5630911
6214,84693181,29946189,12154824,5636545,2254618,6763855,9900204,3381927,9018473,5636546
6215,84704429,29950768,12156876,5637020,2254808,6764425,9902066,3382212,9019233,5637021
6216,84662877,29937384,12151864,5633660,2253464,6760393,9898398,3380196,9013857,5633661
6217,84724109,29957572,12159588,5638400,2255360,6766081,9904226,3383040,9021441,5638401
6218,84767321,29973722,12166423,5640880,2256352,6769057,9910069,3384528,9025409,5640881
6219,84729193,29960224,12160939,5638350,2255340,6766021,9905597,3383010,9021361,5638351
6220,84685233,29945702,12155373,5634960,2253984,6761953,9901387,3380976,9015937,5634961
6221,84798541,29984910,12171012,5642890,2257156,6771469,9913854,3385734,9028625,5642891
6222,84795457,29984028,12170721,5642590,2257036,6771109,9913683,3385554,9028145,5642591
6223,84834929,29997054,12175709,5645640,2258256,6774769,9917451,3387384,9033025,5645641
6224,84859133,30004943,12178696,5647555,2259022,6777067,9919672,3388533,9036089,5647556
6225,84830921,29996623,12175851,5644925,2257970,6773911,9917879,3386955,9031881,5644926
6226,84914581,30025495,12187342,5650815,2260326,6780979,9927014,3390489,9041305,5650816
6227,84881761,30014915,12183377,5648165,2259266,6777799,9924109,3388899,9037065,5648166
6228,84921073,30027245,12187877,5651495,2260598,6781795,9927277,3390897,9042393,5651496
6229,84963277,30042726,12194340,5654050,2261620,6784861,9932718,3392430,9046481,5654051
6230,84891837,30017742,12184288,5649170,2259668,6779005,9924618,3389502,9038673,5649171
6231,84992321,30052606,12198225,5656160,2262464,6787393,9935759,3393696,9049857,5656161
6232,84923461,30030133,12189706,5650725,2260290,6780871,9929414,3390435,9041161,5650726
6233,85008289,30059149,12201169,5656815,2262726,6788179,9938441,3394089,9050905,5656816
6234,84967109,30043806,12194690,5654430,2261772,6785317,9932916,3392658,9047089,5654431
6235,84946581,30038393,12193086,5652225,2260890,6782671,9932194,3391335,9043561,5652226
6236,85100005,30091708,12214426,5662860,2265144,6795433,9949280,3397716,9060577,5662861
6237,85010097,30059789,12201429,5656935,2262774,6788323,9938653,3394161,9051097,5656936
6238,85152213,30109419,12221374,5666675,2266670,6800011,9954702,3400005,9066681,5666676
6239,85188837,30122176,12226490,5669200,2267680,6803041,9958808,3401520,9070721,5669201
6240,85123481,30099343,12217311,5664725,2265890,6797671,9951419,3398835,9063561,5664726
6241,85245565,30141916,12234400,5673120,2269248,6807745,9965150,3403872,9076993,5673121
6242,85154525,30110487,12221888,5666715,2266686,6800059,9955200,3400029,9066745,5666716
6243,85247077,30143607,12235458,5672695,2269078,6807235,9966378,3403617,9076313,5672696
6244,85308405,30163997,12243318,5677365,2270946,6812839,9972370,3406419,9083785,5677366
6245,85330121,30171940,12246627,5678690,2271476,6814429,9975149,3407214,9085905,5678691
6246,85372737,30186802,12252593,5681620,2272648,6817945,9979943,3408972,9090593,5681621
6247,85278613,30155129,12240254,5674625,2269850,6809551,9970402,3404775,9079401,5674626
6248,85361645,30183973,12251796,5680385,2272154,6816463,9979640,3408231,9088617,5680386
6249,85294325,30160268,12242206,5675860,2270344,6811033,9971860,3405516,9081377,5675861
6250,85367397,30186145,12252722,5680705,2272282,6816847,9980438,3408423,9089129,5680706
6251,85476689,30223290,12267317,5688660,2275464,6826393,9991851,3413196,9101857,5688661
6252,85455465,30216957,12265123,5686715,2274686,6824059,9990435,3412029,9098745,5686716
6253,85501021,30232618,12271336,5689950,2275980,6827941,9995354,3413970,9103921,5689951
6254,85470873,30223209,12267919,5687375,2274950,6824851,9992967,3412425,9099801,5687376
6255,85529293,30241980,12274932,5692120,2276848,6830545,9998082,3415272,9107393,5692121
6256,85447401,30214762,12264443,5685880,2274352,6823057,9990089,3411528,9097409,5685881
6257,85495269,30231403,12271106,5689195,2275678,6827035,9995426,3413517,9102713,5689196
6258,85646765,30283501,12291780,5699945,2279978,6839935,10011800,3419967,9119913,5699946
6259,85692273,30299490,12298237,5703020,2281208,6843625,10017027,3421812,9124833,5703021
6260,85596525,30265949,12284724,5696505,2278602,6835807,10006120,3417903,9114409,5696506
6261,85650997,30284594,12292094,5700410,2280164,6840493,10011928,3420246,9120657,5700411
6262,85576445,30260837,12283288,5694265,2277706,6833119,10005580,3416559,9110825,5694266
6263,85722981,30310840,12303002,5704840,2281936,6845809,10021064,3422904,9127745,5704841
6264,85664101,30290662,12295018,5700630,2280252,6840757,10014764,3420378,9121009,5700631
6265,85753369,30320655,12306687,5707285,2282914,6848743,10023771,3424371,9131657,5707286
6266,85808465,30341207,12315373,5710465,2284186,6852559,10031185,3426279,9136745,5710466
6267,85832817,30349291,12318485,5712325,2284930,6854791,10033553,3427395,9139721,5712326
6268,85804497,30338266,12313685,5710900,2284360,6853081,10029323,3426540,9137441,5710901
6269,85849185,30354956,12320745,5713470,2285388,6856165,10035355,3428082,9141553,5713471
6270,85825245,30346319,12317184,5711955,2284782,6854347,10032400,3427173,9139129,5711956
6271,85856253,30356961,12321400,5714165,2285666,6856999,10035732,3428499,9142665,5714166
6272,85907141,30374870,12328642,5717590,2287036,6861109,10041604,3430554,9148145,5717591
6273,85971617,30397824,12338009,5721810,2288724,6866173,10049283,3433086,9154897,5721811
6274,85995197,30405500,12340912,5723680,2289472,6868417,10051438,3434208,9157889,5723681
6275,85951957,30391217,12335438,5720345,2288138,6864415,10047298,3432207,9152553,5720346
6276,86022021,30416085,12345562,5724965,2289986,6869959,10055574,3434979,9159945,5724966
6277,86093617,30440476,12355165,5730150,2292060,6876181,10063103,3438090,9168241,5730151
6278,86171813,30467936,12366250,5735440,2294176,6882529,10072072,3441264,9176705,5735441
6279,86196769,30476245,12369457,5737335,2294934,6884803,10074521,3442401,9179737,5737336
6280,86141497,30458740,12363007,5732730,2293092,6879277,10069913,3439638,9172369,5732731
6281,86061425,30431233,12352101,5727035,2290814,6872443,10061285,3436221,9163257,5727036
6282,86129465,30454715,12361447,5731825,2292730,6878191,10068715,3439095,9170921,5731826
6283,86170053,30468497,12366858,5734785,2293914,6881743,10072942,3440871,9175657,5734786
6284,86156349,30463130,12364512,5734110,2293644,6880933,10070866,3440466,9174577,5734111
6285,86206917,30480769,12371594,5737585,2295034,6885103,10076558,3442551,9180137,5737586
6286,86246209,30494827,12377353,5740125,2296050,6888151,10081301,3444075,9184201,5740126
6287,86344149,30528639,12390814,5747015,2298806,6896419,10092006,3448209,9195225,5747016
6288,86362661,30534573,12393026,5748525,2299410,6898231,10093614,3449115,9197641,5748526
6289,86374193,30540867,12396293,5748285,2299314,6897943,10096977,3448971,9197257,5748286
6290,86209185,30482728,12372761,5737210,2294884,6884653,10077875,3442326,9179537,5737211
6291,86444081,30562941,12404405,5754135,2301654,6904963,10102749,3452481,9206617,5754136
6292,86408593,30552061,12400525,5751015,2300406,6901219,10100117,3450609,9201625,5751016
6293,86391905,30546929,12398689,5749555,2299822,6899467,10098865,3449733,9199289,5749556
6294,86477645,30576060,12410132,5755800,2302320,6906961,10107810,3453480,9209281,5755801
6295,86532617,30595208,12417811,5759590,2303836,6911509,10113973,3455754,9215345,5759591
6296,86374053,30540511,12396050,5748415,2299366,6898099,10096682,3449049,9197465,5748416
6297,86556277,30604662,12421998,5760670,2304268,6912805,10117728,3456402,9217073,5760671
6298,86575569,30610172,12423813,5762550,2305020,6915061,10118791,3457530,9220081,5762551
6299,86592357,30616630,12426602,5763430,2305372,6916117,10121228,3458058,9221489,5763431
6300,86474217,30576722,12411003,5754720,2301888,6905665,10109113,3452832,9207553,5754721
6301,86652705,30637267,12434753,5767765,2307106,6921319,10127645,3460659,9228425,5767766
6302,86718285,30659673,12443596,5772485,2308994,6926983,10134600,3463491,9235977,5772486
6303,86731425,30665660,12446457,5772750,2309100,6927301,10137355,3463650,9236401,5772751
6304,86625717,30629350,12432062,5765230,2306092,6918277,10125968,3459138,9224369,5765231
6305,86613909,30624678,12430006,5764670,2305868,6917605,10124136,3458802,9223473,5764671
6306,86737049,30667185,12446927,5773335,2309334,6928003,10137591,3464001,9237337,5773336
6307,86769393,30678737,12451653,5775435,2310174,6930523,10141477,3465261,9240697,5775436
6308,86772905,30680592,12452603,5775390,2310156,6930469,10142445,3465234,9240625,5775391
6309,86792505,30687939,12455719,5776505,2310602,6931807,10145115,3465903,9242409,5776506
6310,86719073,30663180,12446057,5771070,2308428,6925285,10137627,3462642,9233713,5771071
6311,86827873,30699221,12459905,5779415,2311766,6935299,10148137,3467649,9247065,5779416
6312,86851017,30707757,12463483,5780795,2312318,6936955,10151163,3468477,9249273,5780796
6313,86986605,30755091,12482500,5790095,2316038,6948115,10166460,3474057,9264153,5790096
6314,86908233,30728225,12471867,5784495,2313798,6941395,10158067,3470697,9255193,5784496
6315,86926393,30734401,12474295,5785815,2314326,6942979,10159967,3471489,9257305,5785816
6316,86875681,30716932,12467353,5782230,2312892,6938677,10154459,3469338,9251569,5782231
6317,86975549,30752753,12482056,5788645,2315458,6946375,10166596,3473187,9261833,5788646
6318,86965593,30748061,12479775,5788515,2315406,6946219,10164367,3473109,9261625,5788516
6319,86950909,30744217,12478648,5786925,2314770,6944311,10163876,3472155,9259081,5786926
6320,87025585,30770225,12489077,5792075,2316830,6950491,10172245,3475245,9267321,5792076
6321,87019913,30768170,12488227,5791720,2316688,6950065,10171537,3475032,9266753,5791721
6322,86949633,30743920,12478577,5786770,2314708,6944125,10163867,3472062,9258833,5786771
6323,86966441,30751708,12482331,5787050,2314820,6944461,10167509,3472230,9259281,5787051
6324,87102733,30797942,12500468,5797010,2318804,6956413,10181662,3478206,9275217,5797011
6325,87184633,30823998,12510111,5803780,2321512,6964537,10188597,3482268,9286049,5803781
6326,87081165,30790073,12497196,5795685,2318274,6954823,10178920,3477411,9273097,5795686
6327,87283173,30858374,12523914,5810550,2324220,6972661,10199692,3486330,9296881,5810551
6328,87099157,30796924,12500134,5796660,2318664,6955993,10181468,3477996,9274657,5796661
6329,87240913,30845406,12519285,5806840,2322736,6968209,10196547,3484104,9290945,5806841
6330,87205465,30834194,12515159,5803880,2321552,6964657,10193605,3482328,9286209,5803881
